Postcode,Suburb,State,LS_Accounts,LS_Value,Population,LS_Accounts_Per_Person,LS_Value_Per_Person,Tax_Population,Tax_Median_Income,Tax_Mean_Income
3517,Glenalbyn,VIC,19,402664.01,1509,0.01,266.84,643,32266,36292
3518,Rheola,VIC,25,356607.84,1295,0.02,275.37,615,29192,36918
3520,Korong Vale,VIC,2,17610.05,248,0.01,71.01,,,
3521,Pyalong,VIC,13,165489.98,735,0.02,225.16,317,38009,42725
3522,Tooborac,VIC,3,38109.02,404,0.01,94.33,,,
3523,Heathcote (Vic.),VIC,74,996050.83,3502,0.02,284.42,1514,31915,40279
3525,Charlton (Vic.),VIC,25,398070.35,1287,0.02,309.30,771,29594,34613
3527,Wycheproof,VIC,10,179641.97,791,0.01,227.11,427,30455,36346
3529,,VIC,2,19023.83,,,,,,
3531,Berriwillock,VIC,8,63737.32,321,0.02,198.56,,,
3533,Nandaly,VIC,13,266042.99,847,0.02,314.10,425,35026,41814
3537,Boort,VIC,19,274570.51,1172,0.02,234.28,616,34893,39206
3539,,VIC,2,12728.46,,,,,,
3540,Quambatook,VIC,4,53401.54,361,0.01,147.93,,,
3542,Lalbert,VIC,4,111857.67,226,0.02,494.95,,,
3544,Ultima,VIC,5,48312.87,334,0.01,144.65,,,
3546,Manangatang,VIC,6,84305.6,479,0.01,176.00,281,32900,39409
3549,Robinvale,VIC,74,941723.39,3755,0.02,250.79,2052,31651,38596
3550,Bendigo,VIC,718,15182084.35,40145,0.02,378.18,21569,38200,47588
3551,Ascot (Greater Bendigo - Vic.),VIC,466,10934717.71,24131,0.02,453.14,15977,41236,49646
3552,,VIC,11,230930.23,,,,,,
3555,Big Hill (Greater Bendigo - Vic.),VIC,296,5428144.51,18409,0.02,294.86,9893,37731,42220
3556,California Gully,VIC,204,3512721.19,11183,0.02,314.11,6068,36239,40716
3557,Goornong,VIC,17,369723.82,610,0.03,606.10,386,37749,43618
3558,Elmore,VIC,13,401405.18,973,0.01,412.54,490,31593,39180
3559,Colbinabbin,VIC,8,130689.78,563,0.01,232.13,294,26944,35321
3561,Ballendella,VIC,67,1192566.83,4753,0.01,250.91,2488,35003,42500
3562,Torrumbarry,VIC,7,111204.28,284,0.02,391.56,,,
3563,Lockington,VIC,14,314497.88,777,0.02,404.76,441,32748,38115
3564,Echuca,VIC,279,5791701.58,15199,0.02,381.06,9206,36897,44463
3565,,VIC,2,73477.22,,,,,,
3566,Gunbower,VIC,7,167078.79,523,0.01,319.46,296,36548,41022
3567,Leitchville,VIC,13,287120.8,617,0.02,465.35,388,34762,38594
3568,Cohuna,VIC,36,708510.02,2809,0.01,252.23,1544,35419,41445
3570,Neilborough,VIC,14,211109.25,593,0.02,356.00,383,35663,41650
3571,Dingee,VIC,7,75644.38,323,0.02,234.19,,,
3572,Diggora,VIC,8,149457.78,205,0.04,729.06,,,
3573,Calivil,VIC,8,116148.17,515,0.02,225.53,206,29949,35692
3575,Pyramid Hill,VIC,14,274631.74,881,0.02,311.73,455,29504,34838
3576,,VIC,1,9901.35,,,,,,
3578,,VIC,1,4858.23,,,,,,
3579,Gannawarra,VIC,65,1264102.36,5265,0.01,240.10,2925,31692,36388
3580,Koondrook,VIC,14,487030.36,767,0.02,634.98,515,33388,35651
3581,Lake Charm,VIC,3,24084.7,312,0.01,77.19,,,
3583,,VIC,8,160791.61,,,,,,
3584,Lake Boga,VIC,19,303814.22,1321,0.01,229.99,570,33436,38148
3585,Murray Downs,VIC,183,3707265.63,10744,0.02,345.05,6833,37543,44874
3586,Pental Island,VIC,9,140810.68,750,0.01,187.75,,,
3588,Woorinen South,VIC,8,178450.33,311,0.03,573.80,,,
3589,Woorinen,VIC,5,91186.17,370,0.01,246.45,,,
3590,Beverford,VIC,2,15026.89,373,0.01,40.29,204,30305,36898
3591,Vinifera,VIC,3,58288.75,272,0.01,214.30,,,
3594,Nyah,VIC,15,226999.25,483,0.03,469.98,326,28682,33895
3595,Nyah West,VIC,11,143481.91,683,0.02,210.08,307,32150,34349
3597,Boundary Bend,VIC,10,202421.35,586,0.02,345.43,251,39295,43236
3599,,VIC,7,109729.82,,,,,,
3602,,VIC,1,13506.6,,,,,,
3607,,VIC,4,67791.35,,,,,,
3608,Bailieston,VIC,44,1037217.81,2297,0.02,451.55,1273,35764,42323
3610,Dhurringile,VIC,31,523115.69,1674,0.02,312.49,783,31262,37536
3612,Rushworth,VIC,34,489238.02,1683,0.02,290.69,797,32050,38118
3613,,VIC,1,5031.04,,,,,,
3614,Toolamba,VIC,15,364259.57,754,0.02,483.10,553,39573,46758
3616,Harston,VIC,96,1341807.04,5065,0.02,264.92,2993,36097,43722
3617,Byrneside,VIC,2,161126.2,289,0.01,557.53,,,
3618,Merrigum,VIC,23,265985.22,671,0.03,396.40,405,30726,34686
3619,,VIC,6,61253.27,,,,,,
3620,Kyabram,VIC,123,4774817.32,8026,0.02,594.92,4272,34414,40345
3621,Kyvalley,VIC,46,2314860.91,2195,0.02,1054.61,1240,33460,37345
3622,Koyuga,VIC,7,108553.28,329,0.02,329.95,213,34543,39985
3623,Stanhope (Vic.),VIC,13,448244.04,915,0.01,489.88,549,30563,35935
3624,Girgarre,VIC,7,303917.65,593,0.01,512.51,276,30235,34008
3629,Ardmona,VIC,179,3046254.41,9155,0.02,332.74,4785,36033,38707
3630,Shepparton,VIC,531,8684935.58,29554,0.02,293.87,16368,36037,43330
3631,Arcadia (Vic.),VIC,158,3382824.87,10165,0.02,332.79,6192,38054,47826
3632,,VIC,18,256113.26,,,,,,
3633,Congupna,VIC,14,214326.95,626,0.02,342.38,424,33782,39828
3634,Bunbartha,VIC,37,1046392.68,1759,0.02,594.88,1162,35261,39390
3635,Kaarimba,VIC,6,97180.69,632,0.01,153.77,284,31507,35224
3636,Invergordon (Vic.),VIC,87,1582359.58,5416,0.02,292.16,2855,35339,39351
3637,Waaia,VIC,13,193776.46,672,0.02,288.36,292,30851,34235
3638,Kotupna,VIC,31,596416.92,2035,0.02,293.08,1110,33568,40107
3639,Barmah,VIC,16,224184.62,508,0.03,441.31,315,30839,34869
3640,Katunga,VIC,11,169616.1,1138,0.01,149.05,577,30669,37376
3641,Bearii,VIC,16,289574.68,1079,0.01,268.37,638,36483,40206
3643,,VIC,2,14484.99,,,,,,
3644,Barooga,VIC,167,3113948.35,8780,0.02,354.66,4745,35546,41671
3646,Dookie,VIC,13,220041.84,774,0.02,284.29,341,33400,38590
3649,Katamatite,VIC,11,189645.16,431,0.03,440.01,253,29030,35892
3650,,VIC,1,8960.54,,,,,,
3658,Broadford,VIC,122,2788078.62,5833,0.02,477.98,3128,39046,45660
3659,Tallarook,VIC,16,375453.39,789,0.02,475.86,363,37355,59848
3660,Highlands,VIC,169,3344687.12,7418,0.02,450.89,3701,37028,43679
3661,,VIC,1,15160.12,,,,,,
3662,Puckapunyal,VIC,34,871112.68,1154,0.03,754.86,512,62836,58281
3663,Mangalore (Vic.),VIC,7,70534.29,210,0.03,335.88,,,
3664,Avenel,VIC,26,692159.74,1047,0.02,661.09,593,35310,42606
3666,Balmattum,VIC,91,1904891.19,4869,0.02,391.23,2561,32836,39015
3669,Violet Town,VIC,27,459926.38,1083,0.02,424.68,727,31507,37657
3670,Baddaginnie,VIC,6,127602.05,666,0.01,191.59,339,31882,39063
3671,,VIC,6,128950.86,,,,,,
3672,Benalla,VIC,164,3438045.2,10333,0.02,332.72,5357,35503,41523
3673,Lurg,VIC,31,667689.8,1512,0.02,441.59,1058,31817,38748
3675,Glenrowan,VIC,26,462607.8,1467,0.02,315.34,1125,34173,40143
3676,,VIC,4,94368.71,,,,,,
3677,Wangaratta (Vic.),VIC,310,6318443.56,17170,0.02,367.99,9581,37883,44327
3678,Boorhaman,VIC,94,2060050.32,6263,0.02,328.92,3784,36266,44730
3681,,VIC,2,101829.99,,,,,,
3682,Norong,VIC,5,267725.85,652,0.01,410.62,339,37623,43792
3683,Chiltern,VIC,36,600570.32,1639,0.02,366.42,976,39821,43156
3685,Rutherglen,VIC,54,888262.06,2480,0.02,358.17,1628,37950,44432
3687,Wahgunyah,VIC,17,425763.16,889,0.02,478.92,606,40460,48537
3688,Barnawartha,VIC,30,844621.47,1248,0.02,676.78,777,41484,47186
3689,,VIC,12,441006.19,,,,,,
3690,West Wodonga,VIC,644,11457342.85,30550,0.02,375.04,17847,41454,47223
3691,Baranduda,VIC,169,2668695.3,8397,0.02,317.82,5118,42492,49831
3695,Gundowring,VIC,5,123224.21,444,0.01,277.53,311,30098,39395
3697,Tawonga,VIC,12,150972.67,587,0.02,257.19,307,32170,41285
3698,Tawonga South,VIC,11,353025.49,837,0.01,421.77,480,34788,43190
3699,Falls Creek (Vic.),VIC,17,247692.21,1041,0.02,237.94,649,29646,35653
3700,Bullioh,VIC,32,807491.17,1171,0.03,689.57,827,35844,40323
3701,Eskdale (Vic.),VIC,13,227719.87,1073,0.01,212.23,598,32672,41824
3704,,VIC,3,441579.61,,,,,,
3705,Cudgewa,VIC,3,39295.78,411,0.01,95.61,,,
3707,Corryong,VIC,35,518289.37,1697,0.02,305.42,1013,33255,39501
3709,Walwa,VIC,3,78474.42,302,0.01,259.85,,,
3711,Buxton (Vic.),VIC,12,638876.32,256,0.05,2495.61,273,31015,38799
3712,Thornton (Vic.),VIC,6,236859.37,361,0.02,656.12,201,31884,39503
3713,Eildon,VIC,26,322535.76,984,0.03,327.78,439,29671,35101
3714,Acheron,VIC,68,945296.09,3250,0.02,290.86,1975,33380,40090
3715,Merton,VIC,5,93558.04,304,0.02,307.76,,,
3717,Flowerdale (Vic.),VIC,63,1930655.17,2658,0.02,726.36,1565,30981,40609
3718,,VIC,2,32700.47,,,,,,
3719,Yarck,VIC,8,131276.69,547,0.01,239.99,234,25655,33915
3720,Bonnie Doon (Vic.),VIC,10,327662.96,520,0.02,630.12,313,29422,37877
3722,Mansfield (Vic.),VIC,76,1453022.14,4362,0.02,333.11,2882,33126,41090
3723,Barjarg,VIC,51,896734.63,2969,0.02,302.03,1414,28078,36140
3724,,VIC,4,120358.94,,,,,,
3725,Goorambat,VIC,11,233144.43,348,0.03,669.96,345,31153,41359
3726,Devenish,VIC,13,158459.67,851,0.02,186.20,217,30414,36538
3727,St James (Vic.),VIC,4,51339.59,363,0.01,141.43,,,
3728,Tungamah,VIC,13,165877.02,562,0.02,295.15,317,34872,38321
3730,Bundalong,VIC,122,2918858.07,8002,0.02,364.77,4435,35534,44277
3732,Moyhu,VIC,9,143762.35,430,0.02,334.33,359,28563,36600
3733,Whitfield (Vic.),VIC,6,83724.71,423,0.01,197.93,,,
3735,Whorouly,VIC,10,172077.11,519,0.02,331.56,436,31164,38198
3736,,VIC,2,9880.62,,,,,,
3737,Buffalo River,VIC,67,1241200.18,4248,0.02,292.18,2461,34850,40641
3738,,VIC,7,67314.21,,,,,,
3739,Eurobin,VIC,3,213394.88,377,0.01,566.03,,,
3740,Porepunkah,VIC,29,662911.42,952,0.03,696.34,562,35845,40545
3741,Bright (Vic.),VIC,54,946554.13,3073,0.02,308.02,1832,31543,39827
3744,Wandiligong,VIC,6,48238.51,295,0.02,163.52,239,26463,37298
3746,Eldorado,VIC,10,327520.59,230,0.04,1424.00,209,35606,42029
3747,Beechworth,VIC,88,2519274.03,4221,0.02,596.84,2554,36329,44417
3749,Yackandandah,VIC,37,816318.78,1856,0.02,439.83,1129,38448,49077
3750,Wollert,VIC,68,1136175.37,510,0.13,2227.79,2723,45598,48573
3751,Woodstock (Vic.),VIC,6,192526.12,336,0.02,572.99,,,
3752,South Morang,VIC,398,8706692.79,20873,0.02,417.13,12579,43460,49310
3753,Beveridge,VIC,47,698696.12,870,0.05,803.10,925,44287,51101
3754,Doreen,VIC,520,9288016.37,17788,0.03,522.15,16274,46853,52563
3755,Yan Yean,VIC,5,44476.15,299,0.02,148.75,,,
3756,Darraweit Guim,VIC,247,4366481.42,9255,0.03,471.80,5892,43918,49756
3757,Eden Park,VIC,165,3719299.66,7986,0.02,465.73,4657,40391,49532
3758,Heathcote Junction,VIC,60,1153556.03,2140,0.03,539.04,1289,41858,47766
3759,Panton Hill,VIC,18,490504.49,1159,0.02,423.21,663,41616,56916
3760,Smiths Gully,VIC,9,272591.7,390,0.02,698.95,263,40419,51345
3761,St Andrews (Vic.),VIC,28,644585.28,1136,0.02,567.42,677,40364,52490
3762,,VIC,3,105724.97,,,,,,
3763,Kinglake,VIC,44,637997.7,1346,0.03,474.00,911,40042,45173
3764,Kilmore,VIC,172,3856592.79,7535,0.02,511.82,4337,40822,48906
3765,Montrose (Vic.),VIC,142,3626461.23,6732,0.02,538.69,4036,41518,53208
3766,Kalorama,VIC,33,569638.51,1207,0.03,471.95,783,42970,52380
3767,Mount Dandenong,VIC,42,886246.15,1235,0.03,717.61,665,37500,49207
3770,Coldstream (Vic.),VIC,75,1771953.29,3189,0.02,555.65,1866,42094,60594
3775,Christmas Hills (Vic.),VIC,71,1492487,3490,0.02,427.65,2311,38708,50606
3777,Badger Creek,VIC,222,3776419.51,10333,0.02,365.47,5725,37405,45407
3778,Narbethong (Vic.),VIC,2,184118.67,472,0.00,390.08,,,
3779,Marysville,VIC,9,294239.71,221,0.04,1331.40,214,25365,31372
3781,Cockatoo (Vic.),VIC,137,2295685.29,4402,0.03,521.51,2378,41801,48575
3782,Avonsleigh,VIC,170,3723765.48,7770,0.02,479.25,4756,40270,51883
3783,Gembrook,VIC,55,1631621.07,2151,0.03,758.54,1261,39638,48139
3786,Ferny Creek,VIC,30,610921.73,1534,0.02,398.25,917,44102,57525
3787,Sassafras (Vic.),VIC,24,526008.01,1146,0.02,458.99,641,44193,54285
3788,Olinda (Vic.),VIC,31,687546.36,1664,0.02,413.19,1095,42266,56726
3789,Sherbrooke,VIC,4,51109.47,265,0.02,192.87,,,
3791,Kallista,VIC,30,702532.85,1555,0.02,451.79,902,39620,51968
3792,The Patch,VIC,30,979201.36,1039,0.03,942.45,686,40022,50592
3793,Monbulk,VIC,88,1904762.41,3456,0.03,551.15,2036,37573,44544
3795,Silvan,VIC,22,568439.43,1222,0.02,465.17,881,36640,47229
3796,Mount Evelyn,VIC,206,4954640.03,9376,0.02,528.44,5461,41341,47557
3797,Gladysdale,VIC,72,1350241.41,3203,0.02,421.56,1759,36506,43211
3798,,VIC,1,23585.74,,,,,,
3799,East Warburton,VIC,141,2366085.13,6017,0.02,393.23,2858,35271,39934
3800,Clayton,VIC,3,21319.73,812,0.00,26.26,,,
3801,,VIC,1,20918.82,,,,,,
3802,Endeavour Hills,VIC,442,8453160.13,24574,0.02,343.99,13362,39966,45234
3803,Hallam,VIC,203,3732774.78,10161,0.02,367.36,5444,38661,43107
3804,Narre Warren East,VIC,123,3940622.58,6705,0.02,587.71,4841,42127,60164
3805,Narre Warren,VIC,1045,20549573.89,54481,0.02,377.19,29357,41553,46935
3806,Berwick,VIC,817,20354100.78,45549,0.02,446.86,26626,43963,55474
3807,Beaconsfield (Vic.),VIC,143,3770028.87,6792,0.02,555.07,4209,44675,57251
3808,Beaconsfield Upper,VIC,58,1306444.69,2978,0.02,438.70,1938,45263,63278
3809,Officer,VIC,121,2913730.47,1760,0.07,1655.53,2465,45711,52576
3810,Pakenham,VIC,915,17306636.32,35309,0.03,490.15,22558,41843,46562
3812,Maryknoll,VIC,60,1167866.72,2267,0.03,515.16,1454,38520,48697
3813,Tynong,VIC,22,272615.48,1104,0.02,246.93,509,36848,44992
3814,Cora Lynn,VIC,45,1308510.14,1917,0.02,682.58,1253,37587,43930
3815,Bunyip,VIC,62,1327937.02,2911,0.02,456.18,1575,37678,46689
3816,Labertouche,VIC,53,1136581.65,1974,0.03,575.78,1372,36994,44120
3818,Athlone,VIC,260,5418402,12088,0.02,448.25,6869,36858,43537
3820,Warragul,VIC,252,5028654.39,14073,0.02,357.33,8798,37346,47624
3821,Buln Buln,VIC,38,725149.42,2547,0.01,284.71,1583,34806,45496
3822,Cloverlea,VIC,25,600457.44,1039,0.02,577.92,550,36557,46596
3823,Yarragon,VIC,33,401742.57,1786,0.02,224.94,1037,36567,47246
3824,Childers (Vic.),VIC,96,1688732.93,4633,0.02,364.50,2663,39762,50399
3825,Erica,VIC,326,6347777.23,20324,0.02,312.33,9762,37585,48906
3831,Neerim East,VIC,34,542238.33,1450,0.02,373.96,915,35847,45892
3832,Neerim,VIC,3,26454.62,416,0.01,63.59,,,
3833,Baw Baw (Vic.),VIC,2,25738.54,317,0.01,81.19,,,
3835,Thorpdale,VIC,16,254333.16,505,0.03,503.63,348,36901,47029
3840,Hazelwood,VIC,258,5032252.68,16616,0.02,302.86,7721,38233,48898
3841,,VIC,2,109650.07,,,,,,
3842,Churchill (Vic.),VIC,82,1959669.89,4943,0.02,396.45,2218,38906,49495
3844,Callignee,VIC,495,9539146.28,27592,0.02,345.72,15837,43081,56220
3847,Nambrok,VIC,40,502688.37,2166,0.02,232.08,1080,37290,45423
3850,Sale,VIC,232,4878083.46,14259,0.02,342.11,7975,39573,53818
3851,Bundalaguah,VIC,65,1323283.61,4950,0.01,267.33,2233,35914,51063
3852,East Sale,VIC,1,6234.29,120,0.01,51.95,,,
3853,,VIC,12,318152.38,,,,,,
3854,Glengarry (Vic.),VIC,28,522881.04,1505,0.02,347.43,858,44178,62037
3856,Toongabbie (Vic.),VIC,23,538494.47,912,0.03,590.45,551,40973,57023
3857,Cowwarr,VIC,4,37357.12,376,0.01,99.35,220,31897,41178
3858,Denison,VIC,63,1395204.76,2885,0.02,483.61,1635,35713,43822
3859,Newry,VIC,14,232371.93,913,0.02,254.51,438,35813,45642
3860,Boisdale,VIC,125,2385544.53,6971,0.02,342.21,3964,36546,46866
3862,Dargo,VIC,56,1039151.89,3129,0.02,332.10,1721,36026,45851
3864,Fernbank,VIC,2,9259.11,393,0.01,23.56,,,
3865,Lindenow,VIC,6,94995.45,393,0.02,241.72,295,38071,41132
3869,Yinnar,VIC,28,646449.38,1480,0.02,436.79,1019,40634,55315
3870,Boolarra,VIC,23,1570594.07,1525,0.02,1029.90,684,36624,45791
3871,Mirboo,VIC,42,1081772.35,2863,0.01,377.85,1537,34023,44397
3873,Gormandale,VIC,6,91493.97,445,0.01,205.60,214,32747,45310
3874,Woodside (Vic.),VIC,5,60625.44,489,0.01,123.98,323,31930,115980
3875,Bairnsdale,VIC,302,5638830.91,16651,0.02,338.65,9710,35905,42528
3878,Eagle Point,VIC,20,615147.41,738,0.03,833.53,536,32702,44846
3880,Boole Poole,VIC,54,1457565.38,3799,0.01,383.67,1966,31227,40997
3882,Nicholson (Vic.),VIC,14,122075.94,954,0.01,127.96,601,33498,41150
3885,Bruthen,VIC,37,689702.14,1788,0.02,385.74,1040,32109,37028
3886,Newmerella,VIC,6,100919.64,443,0.01,227.81,,,
3887,Nowa Nowa,VIC,3,66707.7,341,0.01,195.62,,,
3888,Bendoc,VIC,57,1047201.06,3749,0.02,279.33,1688,33701,42598
3889,Bemm River,VIC,5,106674.69,286,0.02,372.99,,,
3890,Cann River,VIC,6,73332.39,168,0.04,436.50,,,
3891,Genoa,VIC,1,6453.16,170,0.01,37.96,,,
3892,Mallacoota,VIC,15,280888.02,1030,0.01,272.71,584,29310,38374
3895,Reedy Flat,VIC,5,50345.42,174,0.03,289.34,,,
3896,Swifts Creek,VIC,9,176799.93,420,0.02,420.95,217,34063,42530
3898,Dinner Plain,VIC,11,89923.22,629,0.02,142.96,402,28454,35388
3900,Benambra,VIC,4,84551.04,251,0.02,336.86,,,
3902,Johnsonville,VIC,4,63017.11,350,0.01,180.05,220,32753,41282
3903,Swan Reach (Vic.),VIC,12,395784.03,624,0.02,634.27,413,33436,44028
3904,Metung,VIC,16,224131.79,1221,0.01,183.56,743,31418,42746
3909,Kalimna,VIC,114,2123502.28,7745,0.01,274.18,3892,31200,40246
3910,Langwarrin,VIC,450,10207546,21372,0.02,477.61,13192,42156,48999
3911,Baxter,VIC,69,1413284.78,3272,0.02,431.93,1919,39048,49254
3912,Pearcedale,VIC,256,6111242.82,14606,0.02,418.41,8958,39586,48898
3913,Tyabb,VIC,69,1322962.81,3306,0.02,400.17,2036,39684,50855
3915,Hastings (Vic.),VIC,161,3460993,9030,0.02,383.28,4372,37281,44963
3916,Point Leo,VIC,18,836887.15,588,0.03,1423.28,653,37290,65537
3918,Bittern,VIC,68,1916448.78,3378,0.02,567.33,2190,40434,48626
3919,Crib Point,VIC,63,938699.59,2841,0.02,330.41,1589,36702,42643
3920,Hmas Cerberus,VIC,12,307727.17,1085,0.01,283.62,420,41146,44391
3921,French Island,VIC,1,20503.25,115,0.01,178.29,,,
3922,Cowes,VIC,123,2008032.89,6798,0.02,295.39,3879,31105,40144
3923,Rhyll,VIC,18,370774.75,673,0.03,550.93,332,33218,47201
3925,Cape Woolamai,VIC,72,1312664.93,3014,0.02,435.52,1844,33893,41497
3926,Balnarring,VIC,59,1275304.23,3298,0.02,386.69,1985,38739,56134
3927,Somers,VIC,27,807423.84,1426,0.02,566.22,973,35492,50979
3928,Main Ridge,VIC,7,289272.54,471,0.01,614.17,334,39554,107650
3929,Flinders (Vic.),VIC,15,300533.63,861,0.02,349.05,607,36834,83352
3930,Mount Eliza,VIC,309,6916985.95,17248,0.02,401.03,10949,44169,72311
3931,Mornington (Vic.),VIC,442,8921141.05,22420,0.02,397.91,13413,38805,51264
3933,Moorooduc,VIC,20,321029.64,1026,0.02,312.89,694,35867,56413
3934,Mount Martha,VIC,307,7952958.85,17089,0.02,465.38,10752,40362,57182
3936,Arthurs Seat,VIC,203,3882087.77,9015,0.02,430.63,5608,36207,47739
3937,Red Hill (Vic.),VIC,28,410424.17,1902,0.01,215.79,1150,38290,66262
3938,McCrae,VIC,41,795187.11,2544,0.02,312.57,1688,33621,46152
3939,Boneo,VIC,245,4823280.75,13616,0.02,354.24,7233,34407,42327
3940,Rosebud West,VIC,73,1473162.62,4581,0.02,321.58,1916,30896,38880
3941,Rye,VIC,240,4377507.64,11704,0.02,374.02,6379,34057,42286
3942,Blairgowrie,VIC,37,1439977.53,2162,0.02,666.04,1347,33216,50302
3943,Sorrento (Vic.),VIC,21,459561.28,1447,0.01,317.60,1013,34842,61681
3944,Portsea,VIC,2,177893.43,446,0.00,398.86,436,52430,141172
3945,Loch,VIC,21,677519.11,967,0.02,700.64,560,34567,45275
3946,,VIC,1,12237.33,,,,,,
3950,Korumburra,VIC,52,793272.44,4622,0.01,171.63,2489,35468,43332
3951,Bena,VIC,17,419432.51,933,0.02,449.55,585,33970,39816
3953,Hallston,VIC,108,2390800.01,7280,0.01,328.41,4427,36366,44389
3954,Koonwarra,VIC,4,77461.71,384,0.01,201.72,,,
3956,Dumbalk,VIC,34,669499.5,2215,0.02,302.26,1334,31727,39384
3957,Stony Creek (South Gippsland - Vic.),VIC,11,232746.1,445,0.02,523.02,,,
3958,Buffalo,VIC,2,31231.79,495,0.00,63.09,,,
3959,Fish Creek,VIC,16,263115.96,989,0.02,266.04,677,28608,39601
3960,Foster,VIC,35,636498.79,2287,0.02,278.31,1457,31672,41348
3962,Toora (Vic.),VIC,14,369351.01,1150,0.01,321.17,505,29175,36853
3964,,VIC,2,57044.89,,,,,,
3965,Port Welshpool,VIC,1,4902.33,179,0.01,27.39,,,
3966,Binginwarri,VIC,14,220209.95,672,0.02,327.69,289,32253,44930
3967,,VIC,2,75269.8,,,,,,
3971,Alberton (Vic.),VIC,71,1231920.21,4004,0.02,307.67,2115,33999,42145
3975,Lynbrook,VIC,205,3391578.59,11666,0.02,290.72,7570,44707,49157
3976,Hampton Park,VIC,437,7775863.11,23768,0.02,327.16,13307,40477,43248
3977,Botanic Ridge,VIC,1505,25600504.66,67423,0.02,379.70,43173,42282,47203
3978,Cardinia,VIC,110,1770273.67,1219,0.09,1452.23,3108,46065,50741
3979,Glen Alvie,VIC,4,33336.18,667,0.01,49.98,221,32412,36571
3980,Blind Bight,VIC,72,1252297.73,3058,0.02,409.52,1782,42212,47579
3981,Bayles,VIC,124,1949351.55,4261,0.03,457.49,2364,37455,45171
3983,,VIC,2,20373.33,,,,,,
3984,Caldermeade,VIC,117,2323589.35,4756,0.02,488.56,2362,33996,39985
3987,Nyora (Vic.),VIC,33,582625.1,1334,0.02,436.75,825,34585,42915
3988,Poowong,VIC,25,555397.44,893,0.03,621.95,651,31926,40054
3990,,VIC,4,198045.94,,,,,,
3991,Bass,VIC,6,136202.85,412,0.01,330.59,206,27573,32313
3992,Dalyston,VIC,18,378452.63,604,0.03,626.58,383,31477,37240
3993,,VIC,1,25204.69,,,,,,
3995,Cape Paterson,VIC,135,2479610.38,9132,0.01,271.53,4900,32854,45661
3996,Inverloch,VIC,75,1918016.7,4960,0.02,386.70,2796,33802,46120
3997,,VIC,1,15215.91,,,,,,
8000,,,3,19245.86,,,,,,
8001,,,4,172520.54,,,,,,
8002,,,2,31646.89,,,,,,
8003,,,1,51156.55,,,,,,
8004,,,2,12746.87,,,,,,
8005,,,1,14307.03,,,,,,
8006,,,6,149931.95,,,,,,
8007,,,3,74246.64,,,,,,
8008,,,4,37881.01,,,,,,
8009,,,3,23478.72,,,,,,
8010,,,1,46973.52,,,,,,
8014,,,1,5545.69,,,,,,
8022,,,1,4749.27,,,,,,
8051,,,1,7210.23,,,,,,
8070,,,2,56443.32,,,,,,
8072,,,1,32074.51,,,,,,
8100,,,6,125366.11,,,,,,
8103,,,1,20911.58,,,,,,
8275,,,1,11204.19,,,,,,
8350,,,1,10402.94,,,,,,
8721,,,1,6048.12,,,,,,
6000,Perth (WA),WA,762,11836320.41,9238,0.08,1281.26,9309,54191,82628
6001,,WA,22,220371.72,,,,,,
6003,Highgate (WA),WA,196,4229522.47,2954,0.07,1431.80,3651,42589,58913
6004,East Perth,WA,364,5640899.56,8184,0.04,689.26,6920,52837,79340
6005,West Perth,WA,294,6111936.47,5166,0.06,1183.11,4314,59673,87075
6006,North Perth,WA,325,7101521.93,8544,0.04,831.17,5740,55354,77317
6007,Leederville,WA,292,5100396.96,6748,0.04,755.84,4980,60907,88149
6008,Daglish,WA,624,12808680.54,13856,0.05,924.41,9771,62524,102146
6009,Crawley,WA,520,13448770.79,16570,0.03,811.63,11670,58379,133958
6010,Claremont (WA),WA,429,10484572.15,15483,0.03,677.17,10912,58582,110909
6011,Cottesloe,WA,393,7884664.32,8927,0.04,883.24,6525,67741,152792
6012,Mosman Park (WA),WA,255,5600520.4,8599,0.03,651.30,5828,55679,123871
6014,Floreat,WA,574,12865682.06,18982,0.03,677.78,13519,54388,90505
6015,City Beach,WA,168,4036572.03,6356,0.03,635.08,4693,66039,127102
6016,Glendalough,WA,372,8730883.79,9561,0.04,913.18,6375,53244,74136
6017,Herdsman,WA,175,3970448.64,4049,0.04,980.60,3222,47697,56287
6018,Churchlands,WA,997,20552177.23,34379,0.03,597.81,24454,54364,76010
6019,Scarborough (WA),WA,772,17078022.13,20154,0.04,847.38,15293,55012,77364
6020,Carine,WA,518,12113992.16,20283,0.03,597.25,14526,52716,82523
6021,Balcatta,WA,521,10218626.19,19151,0.03,533.58,12958,50016,66005
6022,Hamersley,WA,154,2383890.06,4982,0.03,478.50,3251,47877,58286
6023,Duncraig,WA,400,9293978.08,15023,0.03,618.65,10218,51542,71288
6024,Greenwood (WA),WA,400,7370458.67,13426,0.03,548.97,8848,47132,58130
6025,Craigie (WA),WA,920,17758123.98,29796,0.03,595.99,20279,50356,70626
6026,Kingsley,WA,538,11104141.01,22425,0.02,495.17,14895,49651,64079
6027,Beldon,WA,1219,24611831.78,42096,0.03,584.66,27992,48575,63467
6028,Burns Beach,WA,452,8261142.06,20112,0.02,410.76,14487,51557,69631
6029,Trigg,WA,75,1300225.32,2666,0.03,487.71,1989,55850,96638
6030,Clarkson,WA,965,17060406.44,37588,0.03,453.88,22660,46753,60495
